bird_id,bird_reference,bird_reference_2019,bird_euring,bird_bto,bird_shorthand,bird_scheme,bird_ring_number,bird_name,bird_sex,bird_birth_year,bird_date_begin,bird_date_end,bird_rings_changed,bird_age_ringing,bird_ring_position,bird_ring_direction,bird_notes
,1494,1495,05910,,BW(H.RAB),BLB,L...907259,,U,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1495,1496,05910,,BW(HZ.AB),BLB,L...909246,,F,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1496,1497,05920,,BW(C.PAA),BLB,H...152958,,U,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1497,1498,05920,,BW(KU.AB),BLB,H...152959,,U,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1498,1499,05920,,BW(KU.AL),BLB,H...152960,,U,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1499,1500,05920,,BW(KU.AM),BLB,H...152961,,U,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1500,1501,05920,,BW(KU.AT),BLB,H...152962,,M,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1501,1502,05920,,BW(KU.AS),BLB,H...152963,,U,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1502,1503,05920,,BW(CP.AJ),BLB,H...152964,,U,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1503,1504,05920,,BW(KU.AF),BLB,H...903045,,M,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1504,1505,05920,,BW(KU.AJ),BLB,H...152966,,U,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1505,1506,05920,,BW(KU.AK),BLB,H...152967,,U,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1506,1507,05920,,BW(C.PAH),BLB,H...152968,,M,,2008-07-28T00:00:00Z,,2,1,RB,U,
,1507,1508,05920,,BW(CP.AB),BLB,H...152969,,U,,2008-07-28T00:00:00Z,,2,1,RB,U,
,1508,1509,05920,,BW(CPA.K),BLB,H...152970,,U,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1509,1510,05920,,BW(CPA.V),BLB,H...152971,,U,,2008-07-09T00:00:00Z,,2,1,RB,U,
,1510,1511,05910,,BW(H.LAD),BLB,L...909170,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1511,1512,05920,,BW(CHA.N),BLB,H...145731,,U,,2008-07-23T00:00:00Z,2013-07-13T00:00:00Z,2,1,RB,U,
,1512,1513,05920,,BW(C.HAT),BLB,H...145726,,U,,2008-07-23T00:00:00Z,,2,1,RB,U,
,1513,1514,05920,,BW(CH.AF),BLB,H...145730,,M,,2008-07-23T00:00:00Z,,2,1,RB,U,
,1514,1515,05920,,BW(KS.AM),BLB,H...152240,,M,,2008-05-23T00:00:00Z,2011-03-16T00:00:00Z,2,A,RB,U,
,1515,1516,05920,,BW(KP.AL),BLB,H...152224,,M,,2008-05-13T00:00:00Z,2017-09-03T00:00:00Z,2,A,RB,U,
,1516,1517,05910,,BW(HUAF),BLB,L...914825,,F,,2008-07-23T00:00:00Z,2012-05-28T00:00:00Z,2,1,,,
,1516,1517,05910,,BW(U.FAW),BLB,L...914825,,F,,2012-05-28T00:00:00Z,,1,A,RB,U,
,1517,1518,05920,,BW(C.HAP),BLB,H...145724,,U,,2008-07-23T00:00:00Z,,2,1,RB,U,
,1518,1519,05920,,BW(CH.AU),BLB,H...145720,,U,,2008-07-23T00:00:00Z,,2,1,RB,U,
,1519,1520,05910,,BW(KC.AH),BLB,L...909271,,F,,2008-05-13T00:00:00Z,,2,A,RB,U,
,1520,1521,05920,,BW(KT.AC),BLB,H...152352,,U,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1521,1522,05920,,BW(CKA.X),BLB,H...152979,,U,,2008-07-11T00:00:00Z,,2,1,RB,U,
,1522,1523,05920,,BW(CKA.M),BLB,H...152980,,U,,2008-07-11T00:00:00Z,,2,1,RB,U,
,1523,1524,05920,,BW(CK.AD),BLB,H...152983,,U,,2008-07-11T00:00:00Z,,2,1,RB,U,
,1524,1525,05920,,BW(CKA.F),BLB,H...152984,,U,,2008-07-11T00:00:00Z,,2,1,RB,U,
,1525,1526,05910,,BW(KC.AA),BLB,L...909286,,U,,2008-05-13T00:00:00Z,,2,A,RB,U,
,1526,1527,05910,,BW(KC.AC),BLB,L...909287,,U,,2008-05-13T00:00:00Z,,2,A,RB,U,
,1527,1528,05910,,BW(KC.AD),BLB,L...909265,,U,,2008-05-13T00:00:00Z,,2,A,RB,D,
,1528,1529,05910,,BW(KC.AK),BLB,L...909263,,M,,2008-05-21T00:00:00Z,,2,A,RB,D,
,1529,1530,05920,,,BLB,H...152247,,M,,2001-07-09T00:00:00Z,2008-05-26T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,1529,1530,05920,,BW(KS.AV),BLB,H...152247,,M,,2008-05-26T00:00:00Z,,1,A,RB,U,
,1530,1531,05910,,BW(KF.AD),BLB,L...909284,,F,,2008-05-23T00:00:00Z,,2,A,RB,U,
,1531,1532,05910,,BW(KF.AG),BLB,L...909288,,M,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1532,1533,05910,,BW(KF.AH),BLB,L...909289,,U,,2008-05-26T00:00:00Z,2009-05-06T00:00:00Z,2,A,RB,U,
,1533,1534,05910,,,BLB,L...909290,,U,,2003-07-09T00:00:00Z,2008-05-26T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,1533,1534,05910,,BW(KF.AJ),BLB,L...909290,,U,,2008-05-26T00:00:00Z,,1,A,RB,D,
,1534,1535,05910,,BW(KF.AL),BLB,L...909652,,M,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1535,1536,05910,,BW(KF.AM),BLB,L...909653,,F,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1536,1537,05910,,BW(KF.AN),BLB,L...909654,,M,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1537,1538,05910,,BW(KF.AP),BLB,L...909655,,U,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1538,1539,05910,,BW(KF.AR),BLB,L...909656,,F,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1539,1540,05910,,BW(KF.AS),BLB,L...909657,,M,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1540,1541,05910,,BW(KF.AT),BLB,L...909658,,U,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1541,1542,05910,,BW(KF.AU),BLB,L...909659,,U,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1542,1543,05910,,BW(KF.AV),BLB,L...909660,,F,,2008-05-26T00:00:00Z,,2,A,RB,D,
,1543,1544,05910,,BW(KF.AW),BLB,L...909661,,U,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1544,1545,05910,,BW(KF.AZ),BLB,L...909662,,M,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1545,1546,05910,,BW(KG.AB),BLB,L...909663,,U,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1546,1547,05910,,BW(KG.AC),BLB,L...909664,,M,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1547,1548,05910,,,BLB,L...909665,,M,,2002-07-17T00:00:00Z,2008-06-04T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,1547,1548,05910,,BW(KG.AD),BLB,L...909665,,M,,2008-06-04T00:00:00Z,,1,A,RB,U,
,1548,1549,05910,,BW(KG.AF),BLB,L...909666,,F,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1549,1550,05910,,BW(KG.AG),BLB,L...909667,,F,,2008-06-04T00:00:00Z,2009-08-02T00:00:00Z,2,A,RB,U,
,1550,1551,05910,,,BLB,L...909668,,F,,2003-07-09T00:00:00Z,2008-06-04T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,1550,1551,05910,,BW(KG.AH),BLB,L...909668,,F,,2008-06-04T00:00:00Z,,1,A,RB,U,
,1551,1552,05910,,BW(KG.AJ),BLB,L...909669,,F,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1552,1553,05910,,BW(KG.AL),BLB,L...909670,,F,,2008-06-04T00:00:00Z,2017-06-11T00:00:00Z,2,A,RB,U,
,1553,1554,05920,,BW(C.NAV),BLB,H...152991,,U,,2008-07-14T00:00:00Z,,2,1,RB,U,
,1554,1555,05910,,BW(HRA.W),BLB,L...909161,,U,,2008-07-15T00:00:00Z,2008-08-06T00:00:00Z,2,1,RB,U,
,1555,1556,05920,,BW(CHA.K),BLB,H...145732,,U,,2008-07-28T00:00:00Z,,2,1,RB,U,
,1556,1557,05910,,BW(HRA.Z),BLB,L...909163,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1557,1558,05920,,BW(HR.AV),BLB,H...145753,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1558,1559,05910,,BW(H.LAA),BLB,L...909164,,U,,2008-07-15T00:00:00Z,2008-08-13T00:00:00Z,2,1,RB,U,
,1559,1560,05910,,BW(HLA.C),BLB,L...909165,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1560,1561,05910,,BW(H.LAH),BLB,L...909166,,U,,2008-07-15T00:00:00Z,2008-09-15T00:00:00Z,2,1,RB,U,
,1561,1562,05910,,BW(HLA.K),BLB,L...909168,,U,,2008-07-15T00:00:00Z,2013-06-12T00:00:00Z,2,1,RB,U,
,1562,1563,05910,,BW(HL.AF),BLB,L...909169,,U,,2008-07-15T00:00:00Z,2008-08-15T00:00:00Z,2,1,RB,U,
,1563,1564,05920,,BW(C.PAZ),BLB,H...145754,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1564,1565,05920,,BW(CFA.D),BLB,H...145755,,U,,2008-07-15T00:00:00Z,2008-08-06T00:00:00Z,2,1,RB,U,
,1565,1566,05910,,BW(HLA.N),BLB,L...909171,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1566,1567,05910,,BW(HL.AB),BLB,L...909172,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1567,1568,05910,,BW(HL.AJ),BLB,L...909173,,U,,2008-07-15T00:00:00Z,2008-08-22T00:00:00Z,2,1,RB,U,
,1568,1569,05910,,BW(H.LAT),BLB,L...909174,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1569,1570,05910,,BW(H.LAW),BLB,L...909176,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1570,1571,05910,,BW(HLA.V),BLB,L...909177,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1571,1572,05920,,BW(C.FAF),BLB,H...145756,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1572,1573,05910,,BW(HL.AR),BLB,L...909178,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1573,1574,05910,,BW(H.LAP),BLB,L...909179,,M,,2008-07-28T00:00:00Z,,2,1,RB,U,
,1574,1575,05910,,BW(HLA.G),BLB,L...909180,,U,,2008-07-15T00:00:00Z,,2,1,LB,D,
,1575,1576,05910,,BW(HL.AU),BLB,L...909181,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1576,1577,05910,,BW(HLA.S),BLB,L...909182,,M,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1577,1578,05910,,BW(HL.AX),BLB,L...909183,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1578,1579,05920,,BW(CF.AG),BLB,H...145757,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1579,1580,05910,,BW(H.LAZ),BLB,L...909184,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1580,1581,05910,,BW(HN.AA),BLB,L...909185,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1581,1582,05910,,BW(HNA.B),BLB,L...909186,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1582,1583,05910,,BW(H.HAZ),BLB,L...909160,,U,,2008-07-14T00:00:00Z,,2,1,RB,U,
,1583,1584,05910,,BW(KJ.AM),BLB,L...907306,,M,,2008-07-28T00:00:00Z,,2,1,RB,U,
,1584,1585,05920,,BW(C.FAU),BLB,H...145768,,M,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1585,1586,05920,,BW(C.GAC),BLB,H...145775,,M,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1586,1587,05920,,,BLB,H...152221,,F,,2005-04-05T00:00:00Z,2008-05-13T00:00:00Z,0,A,,,sovon_bird_shorthand not available.
,1586,1587,05920,,BW(KP.AJ),BLB,H...152221,,F,,2008-05-13T00:00:00Z,,1,A,RB,U,
,1587,1588,05920,,BW(CFA.Z),BLB,H...145772,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1588,1589,05920,,BW(CP.AX),BLB,H...152999,,U,,2008-07-14T00:00:00Z,,2,1,RB,U,
,1589,1590,05920,,BW(CGA.U),BLB,H...145790,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1590,1591,05920,,BW(KT.AK),BLB,H...152355,,F,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1591,1592,05920,,BW(CK.AH),BLB,H...145799,,U,,2008-07-16T00:00:00Z,,2,1,RB,U,
,1592,1593,05910,,BW(HUA.T),BLB,L...907189,,U,,2008-07-23T00:00:00Z,,2,1,RB,U,
,1593,1594,05920,,BW(KS.AW),BLB,H...152248,,F,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1594,1595,05910,,BW(KS.AD),BLB,L...909267,,M,,2008-05-21T00:00:00Z,,2,A,RB,U,
,1595,1596,05920,,BW(KS.AA),BLB,H...152232,,M,,2008-05-21T00:00:00Z,,2,A,RB,U,
,1596,1597,05920,,BW(KS.AB),BLB,H...152233,,F,,2008-05-21T00:00:00Z,,2,A,RB,D,
,1597,1598,05920,,BW(KS.AG),BLB,H...152235,,F,,2008-05-21T00:00:00Z,,2,A,RB,U,
,1598,1599,05920,,BW(KS.AH),BLB,H...152236,,U,,2008-05-21T00:00:00Z,,2,A,RB,U,
,1599,1600,05920,,BW(KS.AK),BLB,H...152238,,F,,2008-05-21T00:00:00Z,,2,A,RB,U,
,1600,1601,05920,,BW(KS.AL),BLB,H...152239,,M,,2008-05-21T00:00:00Z,,2,A,RB,U,
,1601,1602,05920,,BW(KS.AR),BLB,H...152243,,M,,2008-05-23T00:00:00Z,,2,A,RB,U,
,1602,1603,05920,,BW(KS.AS),BLB,H...152244,,F,,2008-05-23T00:00:00Z,,2,A,RB,U,
,1603,1604,05920,,BW(KS.AT),BLB,H...152245,,U,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1604,1605,05920,,BW(KS.AU),BLB,H...152246,,M,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1605,1606,05920,,BW(KS.AZ),BLB,H...152249,,U,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1606,1607,05920,,BW(KT.AA),BLB,H...152250,,F,,2008-05-26T00:00:00Z,,2,A,RB,U,
,1607,1608,05920,,BW(KT.AB),BLB,H...152351,,M,,2008-05-26T00:00:00Z,,2,A,RB,D,
,1608,1609,05920,,,NLA,...5334503,,F,,1999-07-08T00:00:00Z,2008-05-26T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,1608,1609,05920,,BW(KT.AF),NLA,...5334503,,F,,2008-05-26T00:00:00Z,2015-05-21T00:00:00Z,1,A,RB,D,
,1609,1610,05920,,BW(KT.AG),BLB,H...152354,,M,,2008-06-04T00:00:00Z,2011-06-01T00:00:00Z,2,A,RB,U,
,1610,1611,05910,,BW(KC.AL),BLB,L...909266,,U,,2008-05-21T00:00:00Z,,2,A,RB,U,
,1611,1612,05910,,BW(KC.AM),BLB,L...909269,,F,,2008-05-21T00:00:00Z,,2,A,RB,U,
,1612,1613,05910,,BW(KC.AP),BLB,L...909274,,F,,2008-05-21T00:00:00Z,,2,A,RB,D,
,1613,1614,05910,,,BLB,L...909275,,M,,2000-07-14T00:00:00Z,2008-05-21T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,1613,1614,05910,,BW(KC.AR),BLB,L...909275,,M,,2008-05-21T00:00:00Z,,1,A,RB,U,
,1614,1615,05910,,,BLB,L...901601,,U,,2004-07-03T00:00:00Z,2008-05-21T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,1614,1615,05910,,BW(KC.AS),BLB,L...901601,,U,,2008-05-21T00:00:00Z,,1,A,LB,U,
,1615,1616,05910,,BW(KC.AT),BLB,L...909276,,M,,2008-05-21T00:00:00Z,,2,A,RB,D,
,1616,1617,05910,,BW(KC.AU),BLB,L...909277,,U,,2008-05-23T00:00:00Z,,2,A,RB,U,
,1617,1618,05910,,BW(KC.AY),BLB,L...909264,,U,,2008-05-21T00:00:00Z,,2,A,RB,U,
,1618,1619,05910,,BW(KF.AA),BLB,L...909282,,F,,2008-05-23T00:00:00Z,,2,A,RB,U,
,1619,1620,05910,,,BLB,L...909281,,M,,2002-07-03T00:00:00Z,2008-05-23T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,1619,1620,05910,,BW(KC.AZ),BLB,L...909281,,M,,2008-05-23T00:00:00Z,,1,A,RB,U,
,1620,1621,05910,,BW(KF.AC),BLB,L...909283,,M,,2008-05-23T00:00:00Z,,2,A,RB,U,
,1621,1622,05910,,BW(HR.AK),BLB,L...909400,,U,,2008-07-14T00:00:00Z,,2,1,,,
,1622,1623,05910,,BW(H.LAL),BLB,L...909167,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1623,1624,05910,,BW(HG.AW),BLB,L...907300,,U,,2008-07-14T00:00:00Z,,2,1,RB,U,
,1624,1625,05920,,BW(KT.AJ),BLB,H...152357,,M,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1625,1626,05920,,BW(KT.AM),BLB,H...152359,,F,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1626,1627,05920,,BW(KT.AP),BLB,H...152360,,F,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1627,1628,05920,,,BLB,H...131391,,M,,2003-07-28T00:00:00Z,2008-06-04T00:00:00Z,0,A,,,sovon_bird_shorthand not available.
,1627,1628,05920,,BW(KT.AR),BLB,H...131391,,M,,2008-06-04T00:00:00Z,,1,A,RB,U,
,1628,1629,05920,,BW(KT.AS),BLB,H...152361,,U,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1629,1630,05920,,BW(KT.AT),BLB,H...152362,,M,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1630,1631,05920,,BW(KT.AU),BLB,H...152363,,F,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1631,1632,05920,,,BLB,H...152364,,F,,2002-09-04T00:00:00Z,2008-06-04T00:00:00Z,0,3,,,sovon_bird_shorthand not available.
,1631,1632,05920,,BW(KT.AV),BLB,H...152364,,F,,2008-06-04T00:00:00Z,,1,A,RB,U,
,1632,,05920,,,BLB,H...901816,,F,,2003-09-17T00:00:00Z,2008-06-04T00:00:00Z,0,A,,,sovon_bird_shorthand not available.
,1632,,05920,,BW(KTAW),BLB,H...901816,,F,,2008-06-04T00:00:00Z,2019-06-03T00:00:00Z,1,A,,,
,1632,,05920,,BW(FKO.V),BLB,H...901816,,F,,2019-06-03T00:00:00Z,,1,,RB,U,
,1633,1634,05920,,BW(KT.AZ),BLB,H...152366,,F,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1634,1635,05920,,BW(KV.AD),BLB,H...152370,,F,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1635,1636,05920,,BW(KV.AF),BLB,H...152371,,F,,2008-06-04T00:00:00Z,2013-09-08T00:00:00Z,2,A,RB,U,
,1636,1637,05920,,BW(KV.AG),BLB,H...152372,,F,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1637,1638,05920,,BW(KV.AH),BLB,H...900873,,F,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1638,1639,05920,,,BLB,H...126700,,M,,2003-07-12T00:00:00Z,2008-06-06T00:00:00Z,0,A,,,sovon_bird_shorthand not available.
,1638,1639,05920,,BW(KV.AK),BLB,H...126700,,M,,2008-06-06T00:00:00Z,,1,A,RB,U,
,1639,1640,05910,,BW(KV.AM),BLB,L...909601,,U,,2008-06-06T00:00:00Z,,2,A,RB,D,
,1640,1641,05910,,BW(KV.AN),BLB,L...909602,,M,,2008-06-06T00:00:00Z,,2,A,RB,U,
,1641,1642,05920,,,BLB,H...132490,,F,,2005-09-08T00:00:00Z,2008-06-06T00:00:00Z,0,5,,,sovon_bird_shorthand not available.
,1641,1642,05920,,BW(KV.AP),BLB,H...132490,,F,,2008-06-06T00:00:00Z,,1,A,LB,U,
,1642,1643,05920,,BW(KV.AR),BLB,H...152376,,F,,2008-06-06T00:00:00Z,,2,A,RB,U,
,1643,1644,05910,,BW(KV.AS),BLB,L...909603,,U,,2008-06-06T00:00:00Z,,2,A,RB,U,
,1644,1645,05910,,BW(KV.AT),BLB,L...909604,,F,,2008-06-06T00:00:00Z,,2,A,RB,U,
,1645,1646,05910,,BW(KV.AU),BLB,L...909605,,F,,2008-06-06T00:00:00Z,,2,A,RB,U,
,1646,1647,05910,,BW(KV.AV),BLB,L...909606,,F,,2008-06-06T00:00:00Z,,2,A,RB,U,
,1647,1648,05910,,BW(KV.AW),BLB,L...909607,,F,,2008-06-06T00:00:00Z,2010-11-01T00:00:00Z,2,A,RB,U,
,1648,1649,05910,,BW(KV.AZ),BLB,L...909612,,F,,2008-06-06T00:00:00Z,,2,A,RB,U,
,1649,1650,05920,,BW(C.JAM),BLB,H...145715,,M,,2008-07-18T00:00:00Z,,2,1,RB,U,
,1650,1651,05920,,BW(CGA.M),BLB,H...145786,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1651,1652,05910,,BW(HRA.P),BLB,L...909153,,U,,2008-07-14T00:00:00Z,,2,1,RB,U,
,1652,1653,05920,,BW(C.GAV),BLB,H...145783,,M,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1653,1654,05910,,BW(HNA.M),BLB,L...909187,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1654,1655,05910,,BW(H.NAC),BLB,L...909188,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1655,1656,05910,,BW(HN.AT),BLB,L...909189,,M,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1656,1657,05910,,BW(HNA.U),BLB,L...909190,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1657,1658,05910,,BW(HN.AL),BLB,L...909192,,U,,2008-07-30T00:00:00Z,2008-09-01T00:00:00Z,2,1,RB,U,
,1657,1658,05910,,,BLB,L...909192,,U,,2008-09-01T00:00:00Z,,1,,,,
,1658,1659,05910,,BW(HN.AD),BLB,L...909193,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1659,1660,05920,,BW(C.FAM),BLB,H...145759,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1660,1661,05920,,BW(CF.AN),BLB,H...145760,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1661,1662,05920,,BW(C.FAJ),BLB,H...145762,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1662,1663,05920,,BW(CFA.P),BLB,H...145763,,U,,2008-07-15T00:00:00Z,2008-08-05T00:00:00Z,2,1,RB,U,
,1663,1664,05920,,BW(C.FAR),BLB,H...145765,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1664,1665,05920,,BW(CF.AS),BLB,H...145766,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1665,1666,05920,,BW(CFA.T),BLB,H...145767,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1666,1667,05920,,BW(C.FAX),BLB,H...145769,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1667,1668,05920,,BW(CG.AA),BLB,H...145773,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1668,1669,05920,,BW(CGA.B),BLB,H...145774,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1669,1670,05920,,BW(CG.AD),BLB,H...145776,,M,,2008-07-15T00:00:00Z,,2,1,RB,D,
,1670,1671,05920,,BW(CGA.F),BLB,H...145777,,U,,2008-07-15T00:00:00Z,,2,1,RB,D,
,1671,1672,05920,,BW(C.GAG),BLB,H...145778,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1672,1673,05920,,BW(CG.AH),BLB,H...145779,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1673,1674,05920,,BW(CGA.J),BLB,H...145780,,U,,2008-07-15T00:00:00Z,2008-08-19T00:00:00Z,2,1,RB,U,
,1674,1675,05920,,BW(C.GAN),BLB,H...145781,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1675,1676,05920,,BW(CG.AP),BLB,H...145782,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1676,1677,05920,,BW(C.GAK),BLB,H...145784,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1677,1678,05920,,BW(CG.AL),BLB,H...145785,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1678,1679,05920,,BW(CGA.R),BLB,H...145787,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1679,1680,05920,,BW(CG.AW),BLB,H...145791,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1680,1681,05920,,BW(CGA.X),BLB,H...145792,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1681,1682,05920,,BW(CG.AZ),BLB,H...145793,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1682,1683,05920,,BW(CJA.A),BLB,H...145794,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1683,1684,05920,,BW(CJ.AC),BLB,H...145795,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1684,1685,05920,,BW(CJA.D),BLB,...6176730,,F,,2008-07-15T00:00:00Z,2018-04-04T00:00:00Z,2,1,RB,U,
,1685,1686,05910,,BW(HF.AC),BLB,L...909194,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1686,1687,05910,,BW(HN.AP),BLB,L...909195,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1687,1688,05910,,BW(HNA.F),BLB,L...909196,,M,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1688,1689,05910,,BW(H.NAN),BLB,L...909198,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1689,1690,05910,,BW(HFA.A),BLB,L...909357,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1690,1691,05920,,BW(KT.AL),BLB,H...152358,,F,,2008-06-04T00:00:00Z,,2,A,RB,U,
,1691,1692,05920,,BW(CF.AK),BLB,H...145764,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1692,1693,05910,,BW(HF.AG),BLB,L...907361,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1693,1694,05920,,BW(CHA.V),BLB,H...145722,,U,,2008-07-23T00:00:00Z,,2,1,RB,U,
,1694,1695,05920,,BW(C.HAW),BLB,H...145727,,U,,2008-07-23T00:00:00Z,2010-09-05T00:00:00Z,2,1,RB,U,
,1695,1696,05920,,BW(CG.AT),BLB,H...145789,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1696,1697,05910,,BW(HN.AW),BLB,L...909200,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1697,1698,05910,,BW(H.NAV),BLB,L...907351,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1698,1699,05910,,BW(HN.AH),BLB,L...907353,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1699,1700,05910,,BW(HNA.X),BLB,L...907355,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
,1700,1701,05910,,BW(HN.AZ),BLB,L...907356,,U,,2008-07-15T00:00:00Z,,2,1,RB,D,
,1701,1702,05910,,BW(H.FAB),BLB,L...907358,,U,,2008-07-15T00:00:00Z,,2,1,RB,U,
